Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
3418,Chigoziem Okonkwo,18,Sun,12,13,2022-12-04,23-087,TEN,@,PHI,L 10-35,32,58.2,0,0.0,18,62.1,TE,OkonCh00
3419,Kyle Philips,6,Sun,1,1,2022-09-11,23-086,TEN,,NYG,L 20-21,31,47.7,0,0.0,6,21.4,WR,PhilKy01
3420,Amari Rodgers,1,Sun,14,15,2022-12-18,23-086,HOU,,KAN,L 24-30 (OT),32,50.8,0,0.0,1,3.6,WR,RodgAm00
3421,Jerome Ford,16,Sun,12,13,2022-12-04,23-083,CLE,@,HOU,W 27-14,7,11.1,0,0.0,16,51.6,RB,FordJe00
3422,Dax Milne,9,Sun,1,1,2022-09-11,23-080,WAS,,JAX,W 28-22,6,7.8,0,0.0,9,37.5,WR,MilnDa00
3423,James Mitchell,11,Sun,7,8,2022-10-30,23-080,DET,,MIA,L 27-31,5,8.3,0,0.0,11,44.0,TE,MitcJa00
3424,Chigoziem Okonkwo,19,Sun,11,12,2022-11-27,23-080,TEN,,CIN,L 16-20,19,33.3,0,0.0,19,63.3,TE,OkonCh00
3425,Josh Palmer,1,Sun,13,14,2022-12-11,23-080,LAC,,MIA,W 23-17,63,78.8,0,0.0,1,3.4,WR,PalmJo00
3426,Jake Tonges,4,Sun,3,3,2022-09-25,23-079,CHI,,HOU,W 23-20,6,9.5,0,0.0,4,13.8,TE,TongJa00
3427,Zamir White,5,Sun,12,13,2022-12-04,23-077,LVR,,LAC,W 27-20,4,6.6,0,0.0,5,16.7,RB,WhitZa01
3428,Jerome Ford,17,Sun,11,12,2022-11-27,23-076,CLE,,TAM,W 23-17 (OT),0,0.0,0,0.0,17,54.8,RB,FordJe00
3429,Keaontay Ingram,13,Sun,17,18,2023-01-08,23-074,ARI,@,SFO,L 13-38,19,36.5,0,0.0,13,50.0,RB,IngrKe01
3430,James Mitchell,7,Sun,6,7,2022-10-23,23-073,DET,@,DAL,L 6-24,6,10.2,0,0.0,7,31.8,TE,MitcJa00
3431,Chigoziem Okonkwo,16,Thu,10,11,2022-11-17,23-070,TEN,@,GNB,W 27-17,30,45.5,0,0.0,16,72.7,TE,OkonCh00
3432,Zamir White,8,Sun,11,12,2022-11-27,23-070,LVR,@,SEA,W 40-34 (OT),3,3.9,0,0.0,8,23.5,RB,WhitZa01
3433,Jerome Ford,16,Sun,10,11,2022-11-20,23-069,CLE,@,BUF,L 23-31,0,0.0,0,0.0,16,53.3,RB,FordJe00
3434,Dyami Brown,9,Sun,17,18,2023-01-08,23-068,WAS,,DAL,W 26-6,8,12.1,0,0.0,9,26.5,WR,BrowDy00
3435,Keaontay Ingram,2,Sun,16,17,2023-01-01,23-067,ARI,@,ATL,L 19-20,1,1.4,0,0.0,2,8.0,RB,IngrKe01
3436,Chigoziem Okonkwo,23,Sun,9,10,2022-11-13,23-066,TEN,,DEN,W 17-10,20,32.3,0,0.0,23,79.3,TE,OkonCh00
3437,Jerome Ford,12,Sun,9,10,2022-11-13,23-062,CLE,@,MIA,L 17-39,0,0.0,0,0.0,12,52.2,RB,FordJe00
3438,Dyami Brown,7,Sun,16,17,2023-01-01,23-061,WAS,,CLE,L 10-24,11,15.9,0,0.0,7,33.3,WR,BrowDy00
3439,Keaontay Ingram,2,Sun,15,16,2022-12-25,23-060,ARI,,TAM,L 16-19 (OT),7,9.2,0,0.0,2,6.1,RB,IngrKe01
3440,James Mitchell,7,Sun,5,5,2022-10-09,23-059,DET,@,NWE,L 0-29,5,7.6,0,0.0,7,36.8,TE,MitcJa00
3441,Chigoziem Okonkwo,15,Sun,8,9,2022-11-06,23-059,TEN,@,KAN,L 17-20 (OT),18,35.3,0,0.0,15,48.4,TE,OkonCh00
3442,Zamir White,5,Sun,9,10,2022-11-13,23-056,LVR,,IND,L 20-25,2,2.9,0,0.0,5,21.7,RB,WhitZa01
3443,Dyami Brown,7,Sat,15,16,2022-12-24,23-053,WAS,@,SFO,L 20-37,7,9.6,0,0.0,7,25.9,WR,BrowDy00
3444,James Mitchell,14,Sun,4,4,2022-10-02,23-052,DET,,SEA,L 45-48,5,6.8,0,0.0,14,42.4,TE,MitcJa00
3445,Chigoziem Okonkwo,19,Sun,7,8,2022-10-30,23-052,TEN,@,HOU,W 17-10,24,41.4,0,0.0,19,70.4,TE,OkonCh00
3446,Amari Rodgers,8,Sun,10,10,2022-11-13,23-051,GNB,,DAL,W 31-28 (OT),6,9.4,0,0.0,8,26.7,WR,RodgAm00
3447,Zamir White,5,Sun,8,9,2022-11-06,23-049,LVR,@,JAX,L 20-27,1,1.7,0,0.0,5,18.5,RB,WhitZa01
3448,Amon-Ra St. Brown,1,Sun,13,14,2022-12-11,23-048,DET,,MIN,W 34-23,61,87.1,0,0.0,1,3.4,WR,StxxAm00
3449,Dyami Brown,2,Sun,14,15,2022-12-18,23-047,WAS,,NYG,L 12-20,10,15.9,0,0.0,2,8.0,WR,BrowDy00
3450,Trey McBride,2,Sun,17,18,2023-01-08,23-047,ARI,@,SFO,L 13-38,43,82.7,0,0.0,2,7.7,TE,McBrTr01
3451,Chigoziem Okonkwo,15,Sun,6,7,2022-10-23,23-045,TEN,,IND,W 19-10,27,45.8,0,0.0,15,62.5,TE,OkonCh00
3452,Amari Rodgers,6,Sun,9,9,2022-11-06,23-044,GNB,@,DET,L 9-15,19,25.7,0,0.0,6,46.2,WR,RodgAm00
3453,Hassan Haskins,14,Sat,17,18,2023-01-07,23-042,TEN,@,JAX,L 16-20,15,20.0,0,0.0,14,58.3,RB,HaskHa00
3454,Zamir White,1,Sun,7,8,2022-10-30,23-042,LVR,@,NOR,L 0-24,5,8.6,0,0.0,1,5.3,RB,WhitZa01
3455,Trey McBride,8,Sun,16,17,2023-01-01,23-040,ARI,@,ATL,L 19-20,71,95.9,0,0.0,8,32.0,TE,McBrTr01
3456,Amari Rodgers,7,Sun,8,8,2022-10-30,23-037,GNB,@,BUF,L 17-27,28,42.4,0,0.0,7,31.8,WR,RodgAm00
3457,Zamir White,5,Sun,6,7,2022-10-23,23-035,LVR,,HOU,W 38-20,5,8.9,0,0.0,5,18.5,RB,WhitZa01
3458,Trey McBride,4,Sun,15,16,2022-12-25,23-033,ARI,,TAM,L 16-19 (OT),64,84.2,0,0.0,4,12.1,TE,McBrTr01
3459,Chigoziem Okonkwo,18,Sun,5,5,2022-10-09,23-031,TEN,@,WAS,W 21-17,13,20.3,0,0.0,18,64.3,TE,OkonCh00
3460,Amari Rodgers,11,Sun,7,7,2022-10-23,23-030,GNB,@,WAS,L 21-23,16,29.6,0,0.0,11,37.9,WR,RodgAm00
3461,Hassan Haskins,13,Sat,15,16,2022-12-24,23-028,TEN,,HOU,L 14-19,15,24.6,0,0.0,13,54.2,RB,HaskHa00
3462,Ihmir Smith-Marsette,1,Sun,3,3,2022-09-25,23-027,CHI,,HOU,W 23-20,5,7.9,0,0.0,1,3.4,WR,SmitIh00
3463,Amon-Ra St. Brown,1,Sun,10,11,2022-11-20,23-027,DET,@,NYG,W 31-18,60,89.6,0,0.0,1,3.8,WR,StxxAm00
3464,Keaontay Ingram,2,Mon,11,11,2022-11-21,23-026,ARI,,SFO,L 10-38,18,25.4,0,0.0,2,7.7,RB,IngrKe01
3465,Trey McBride,3,Sun,14,15,2022-12-18,23-026,ARI,@,DEN,L 15-24,56,86.2,0,0.0,3,10.7,TE,McBrTr01
3466,Chigoziem Okonkwo,11,Sun,4,4,2022-10-02,23-024,TEN,@,IND,W 24-17,13,24.1,0,0.0,11,47.8,TE,OkonCh00
3467,Daylen Baldwin,2,Sat,14,15,2022-12-17,23-023,CLE,,BAL,W 13-3,12,18.2,0,0.0,2,11.1,WR,BaldDa01
3468,Amari Rodgers,6,Sun,6,6,2022-10-16,23-023,GNB,,NYJ,L 10-27,24,32.9,0,0.0,6,20.7,WR,RodgAm00
3469,Hassan Haskins,13,Sun,14,15,2022-12-18,23-022,TEN,@,LAC,L 14-17,12,19.4,0,0.0,13,48.1,RB,HaskHa00
3470,Zamir White,6,Mon,5,5,2022-10-10,23-022,LVR,@,KAN,L 29-30,3,4.7,0,0.0,6,21.4,RB,WhitZa01
3471,Jerome Ford,2,Sun,4,4,2022-10-02,23-020,CLE,@,ATL,L 20-23,0,0.0,0,0.0,2,7.7,RB,FordJe00
3472,Trey McBride,4,Mon,13,14,2022-12-12,23-020,ARI,,NWE,L 13-27,55,73.3,0,0.0,4,15.4,TE,McBrTr01
3473,Ihmir Smith-Marsette,1,Sun,2,2,2022-09-18,23-020,CHI,@,GNB,L 10-27,0,0.0,0,0.0,1,4.5,WR,SmitIh00
3474,Dyami Brown,3,Sun,11,11,2022-11-20,23-019,WAS,@,HOU,W 23-10,6,8.8,0,0.0,3,11.1,WR,BrowDy00
3475,Keaontay Ingram,9,Sun,10,10,2022-11-13,23-018,ARI,@,LAR,W 27-17,5,7.4,0,0.0,9,32.1,RB,IngrKe01
3476,Chigoziem Okonkwo,8,Sun,3,3,2022-09-25,23-017,TEN,,LVR,W 24-22,10,17.2,0,0.0,8,33.3,TE,OkonCh00
3477,Jaret Patterson,2,Sun,17,18,2023-01-08,23-016,WAS,,DAL,W 26-6,33,50.0,0,0.0,2,5.9,RB,PattJa01
3478,Amari Rodgers,6,Sun,5,5,2022-10-09,23-016,GNB,,NYG,L 22-27,1,1.6,0,0.0,6,23.1,WR,RodgAm00
3479,Deven Thompkins,10,Sun,17,18,2023-01-08,23-016,TAM,@,ATL,L 17-30,46,83.6,0,0.0,10,35.7,WR,ThomDe07
3480,Dyami Brown,1,Mon,10,10,2022-11-14,23-013,WAS,@,PHI,W 32-21,16,19.3,0,0.0,1,3.8,WR,BrowDy00
3481,Keaontay Ingram,8,Sun,9,9,2022-11-06,23-011,ARI,,SEA,L 21-31,1,1.6,0,0.0,8,29.6,RB,IngrKe01
3482,Chigoziem Okonkwo,13,Mon,2,2,2022-09-19,23-011,TEN,@,BUF,L 7-41,16,28.6,0,0.0,13,48.1,TE,OkonCh00
3483,Jerome Ford,12,Thu,3,3,2022-09-22,23-010,CLE,,PIT,W 29-17,0,0.0,0,0.0,12,42.9,RB,FordJe00
3484,Jaret Patterson,5,Sun,16,17,2023-01-01,23-009,WAS,,CLE,L 10-24,0,0.0,0,0.0,5,23.8,RB,PattJa01
3485,Amari Rodgers,13,Sun,4,4,2022-10-02,23-009,GNB,,NWE,W 27-24 (OT),0,0.0,0,0.0,13,40.6,WR,RodgAm00
3486,Deven Thompkins,9,Sun,16,17,2023-01-01,23-009,TAM,,CAR,W 30-24,9,11.5,0,0.0,9,29.0,WR,ThomDe07
3487,Zamir White,9,Sun,3,3,2022-09-25,23-007,LVR,@,TEN,L 22-24,0,0.0,0,0.0,9,37.5,RB,WhitZa01
3488,Jerome Ford,10,Sun,2,2,2022-09-18,23-006,CLE,,NYJ,L 30-31,0,0.0,0,0.0,10,33.3,RB,FordJe00
3489,Dyami Brown,1,Sun,9,9,2022-11-06,23-005,WAS,,MIN,L 17-20,20,31.3,0,0.0,1,3.6,WR,BrowDy00
3490,Trey McBride,5,Sun,12,12,2022-11-27,23-005,ARI,,LAC,L 24-25,52,78.8,0,0.0,5,18.5,TE,McBrTr01
3491,Keaontay Ingram,12,Sun,8,8,2022-10-30,23-004,ARI,@,MIN,L 26-34,0,0.0,0,0.0,12,40.0,RB,IngrKe01
3492,Chigoziem Okonkwo,8,Sun,1,1,2022-09-11,23-003,TEN,,NYG,L 20-21,10,15.4,0,0.0,8,28.6,TE,OkonCh00
3493,Amari Rodgers,11,Sun,3,3,2022-09-25,23-002,GNB,@,TAM,W 14-12,3,4.8,0,0.0,11,44.0,WR,RodgAm00
3494,Deven Thompkins,13,Sun,15,16,2022-12-25,23-002,TAM,@,ARI,W 19-16 (OT),4,4.9,0,0.0,13,39.4,WR,ThomDe07
3495,Hassan Haskins,9,Sun,11,12,2022-11-27,23-001,TEN,,CIN,L 16-20,6,10.5,0,0.0,9,30.0,RB,HaskHa00
3496,James Cook,1,Sun,3,3,2022-09-25,23-000,BUF,@,MIA,L 19-21,11,12.0,0,0.0,1,4.5,RB,CookJa01
3497,Zamir White,9,Sun,2,2,2022-09-18,23-000,LVR,,ARI,L 23-29 (OT),6,9.0,0,0.0,9,42.9,RB,WhitZa01
3498,Jerome Ford,12,Sun,1,1,2022-09-11,22-364,CLE,@,CAR,W 26-24,0,0.0,0,0.0,12,37.5,RB,FordJe00
3499,Trey McBride,6,Mon,11,11,2022-11-21,22-364,ARI,,SFO,L 10-38,54,76.1,0,0.0,6,23.1,TE,McBrTr01
3500,Kyric McGowan,7,Sun,8,8,2022-10-30,22-363,WAS,@,IND,W 17-16,9,14.8,0,0.0,7,26.9,WR,McGoKy00
3501,Amari Rodgers,7,Sun,2,2,2022-09-18,22-360,GNB,,CHI,W 27-10,1,1.5,0,0.0,7,31.8,WR,RodgAm00
3502,Deven Thompkins,11,Sun,14,15,2022-12-18,22-360,TAM,,CIN,L 23-34,13,17.6,0,0.0,11,44.0,WR,ThomDe07
3503,Zamir White,4,Sun,1,1,2022-09-11,22-358,LVR,@,LAC,L 19-24,0,0.0,0,0.0,4,16.7,RB,WhitZa01
3504,Hassan Haskins,16,Thu,10,11,2022-11-17,22-356,TEN,@,GNB,W 27-17,7,10.6,0,0.0,16,72.7,RB,HaskHa00
3505,Trey McBride,9,Sun,10,10,2022-11-13,22-356,ARI,@,LAR,W 27-17,62,91.2,0,0.0,9,32.1,TE,McBrTr01
3506,Kyric McGowan,12,Sun,7,7,2022-10-23,22-356,WAS,,GNB,W 23-21,1,1.4,0,0.0,12,41.4,WR,McGoKy00
3507,Josh Palmer,1,Sun,1,1,2022-09-11,22-354,LAC,,LVR,W 24-19,50,74.6,0,0.0,1,4.2,WR,PalmJo00
3508,Amari Rodgers,11,Sun,1,1,2022-09-11,22-353,GNB,@,MIN,L 7-23,0,0.0,0,0.0,11,47.8,WR,RodgAm00
3509,Deven Thompkins,9,Sun,13,14,2022-12-11,22-353,TAM,@,SFO,L 7-35,0,0.0,0,0.0,9,42.9,WR,ThomDe07
3510,Hassan Haskins,23,Sun,9,10,2022-11-13,22-352,TEN,,DEN,W 17-10,2,3.2,0,0.0,23,79.3,RB,HaskHa00
3511,Trey McBride,19,Sun,9,9,2022-11-06,22-349,ARI,,SEA,L 21-31,13,20.6,0,0.0,19,70.4,TE,McBrTr01
3512,Dyami Brown,2,Thu,6,6,2022-10-13,22-346,WAS,@,CHI,W 12-7,3,5.3,0,0.0,2,10.0,WR,BrowDy00
3513,Hassan Haskins,23,Sun,8,9,2022-11-06,22-345,TEN,@,KAN,L 17-20 (OT),6,11.8,0,0.0,23,74.2,RB,HaskHa00
3514,Dyami Brown,9,Sun,5,5,2022-10-09,22-342,WAS,,TEN,L 17-21,20,31.7,0,0.0,9,32.1,WR,BrowDy00
3515,Trey McBride,19,Sun,8,8,2022-10-30,22-342,ARI,@,MIN,L 26-34,20,25.6,0,0.0,19,63.3,TE,McBrTr01
3516,Hassan Haskins,19,Sun,7,8,2022-10-30,22-338,TEN,@,HOU,W 17-10,2,3.4,0,0.0,19,70.4,RB,HaskHa00
3517,Tyler Badie,11,Sun,17,18,2023-01-08,22-335,DEN,,LAC,W 31-28,9,13.8,0,0.0,11,35.5,RB,BadiTy00
3518,Dyami Brown,8,Sun,4,4,2022-10-02,22-335,WAS,@,DAL,L 10-25,21,28.4,0,0.0,8,26.7,WR,BrowDy00
3519,Trey McBride,24,Thu,7,7,2022-10-20,22-332,ARI,,NOR,W 42-34,34,51.5,0,0.0,24,75.0,TE,McBrTr01
3520,Hassan Haskins,15,Sun,6,7,2022-10-23,22-331,TEN,,IND,W 19-10,4,6.8,0,0.0,15,62.5,RB,HaskHa00
3521,Amon-Ra St. Brown,1,Sun,2,2,2022-09-18,22-329,DET,,WAS,W 36-27,52,85.2,0,0.0,1,3.1,WR,StxxAm00
3522,Dyami Brown,4,Sun,3,3,2022-09-25,22-328,WAS,,PHI,L 8-24,12,15.6,0,0.0,4,15.4,WR,BrowDy00
3523,Trey McBride,10,Sun,6,6,2022-10-16,22-328,ARI,@,SEA,L 9-19,20,28.2,0,0.0,10,38.5,TE,McBrTr01
3524,Jaret Patterson,4,Mon,10,10,2022-11-14,22-326,WAS,@,PHI,W 32-21,0,0.0,0,0.0,4,15.4,RB,PattJa01
3525,Dyami Brown,7,Sun,2,2,2022-09-18,22-321,WAS,@,DET,L 27-36,1,1.4,0,0.0,7,21.9,WR,BrowDy00
3526,Trey McBride,12,Sun,5,5,2022-10-09,22-321,ARI,,PHI,L 17-20,17,24.6,0,0.0,12,48.0,TE,McBrTr01
3527,Hassan Haskins,21,Sun,5,5,2022-10-09,22-317,TEN,@,WAS,W 21-17,2,3.1,0,0.0,21,75.0,RB,HaskHa00
3528,Dyami Brown,5,Sun,1,1,2022-09-11,22-314,WAS,,JAX,W 28-22,3,3.9,0,0.0,5,20.8,WR,BrowDy00
3529,Trey McBride,17,Sun,4,4,2022-10-02,22-314,ARI,@,CAR,W 26-16,32,42.1,0,0.0,17,73.9,TE,McBrTr01
3530,Hassan Haskins,15,Sun,4,4,2022-10-02,22-310,TEN,@,IND,W 24-17,0,0.0,0,0.0,15,65.2,RB,HaskHa00
3531,Trey McBride,15,Sun,3,3,2022-09-25,22-307,ARI,,LAR,L 12-20,5,6.0,0,0.0,15,60.0,TE,McBrTr01
3532,Hassan Haskins,13,Sun,3,3,2022-09-25,22-303,TEN,,LVR,W 24-22,4,6.9,0,0.0,13,54.2,RB,HaskHa00
3533,Khalil Shakir,2,Thu,12,13,2022-12-01,22-301,BUF,@,NWE,W 24-10,16,21.3,0,0.0,2,8.3,WR,ShakKh00
3534,Trey McBride,10,Sun,2,2,2022-09-18,22-300,ARI,@,LVR,W 29-23 (OT),1,1.1,0,0.0,10,47.6,TE,McBrTr01
3535,Teagan Quitoriano,4,Sun,17,18,2023-01-08,22-299,HOU,@,IND,W 32-31,43,66.2,0,0.0,4,14.8,TE,QuitTe00
3536,Cole Turner,3,Sun,17,18,2023-01-08,22-298,WAS,,DAL,W 26-6,11,16.7,0,0.0,3,8.8,TE,TurnCo00
3537,Hassan Haskins,19,Mon,2,2,2022-09-19,22-297,TEN,@,BUF,L 7-41,28,50.0,0,0.0,19,70.4,RB,HaskHa00
3538,Michael Woods II,10,Sun,17,18,2023-01-08,22-295,CLE,@,PIT,L 14-28,26,40.6,0,0.0,10,45.5,WR,WoodMi00
3539,Khalil Shakir,1,Thu,11,12,2022-11-24,22-294,BUF,@,DET,W 28-25,34,44.2,0,0.0,1,3.8,WR,ShakKh00
3540,Cole Turner,8,Sun,16,17,2023-01-01,22-291,WAS,,CLE,L 10-24,14,20.3,0,0.0,8,38.1,TE,TurnCo00
3541,Hassan Haskins,21,Sun,1,1,2022-09-11,22-289,TEN,,NYG,L 20-21,9,13.8,0,0.0,21,75.0,RB,HaskHa00
3542,Michael Woods II,8,Sun,16,17,2023-01-01,22-288,CLE,@,WAS,W 24-10,21,36.8,0,0.0,8,38.1,WR,WoodMi00
3543,Rashod Bateman,1,Sun,1,1,2022-09-11,22-286,BAL,@,NYJ,W 24-9,37,66.1,0,0.0,1,3.7,WR,BateRa00
3544,Khalil Shakir,4,Sun,9,10,2022-11-13,22-283,BUF,,MIN,L 30-33 (OT),15,20.0,0,0.0,4,12.1,WR,ShakKh00
3545,Cole Turner,10,Sat,15,16,2022-12-24,22-283,WAS,@,SFO,L 20-37,21,28.8,0,0.0,10,37.0,TE,TurnCo00
3546,Michael Woods II,9,Sat,15,16,2022-12-24,22-280,CLE,,NOR,L 10-17,4,5.7,0,0.0,9,40.9,WR,WoodMi00
3547,Teagan Quitoriano,4,Sun,14,15,2022-12-18,22-278,HOU,,KAN,L 24-30 (OT),51,81.0,0,0.0,4,14.3,TE,QuitTe00
3548,Cole Turner,8,Sun,14,15,2022-12-18,22-277,WAS,,NYG,L 12-20,17,27.0,0,0.0,8,32.0,TE,TurnCo00
3549,Treylon Burks,3,Sat,15,16,2022-12-24,22-276,TEN,,HOU,L 14-19,50,82.0,0,0.0,3,12.5,WR,BurkTr00
3550,Michael Woods II,2,Sat,14,15,2022-12-17,22-273,CLE,,BAL,W 13-3,41,62.1,0,0.0,2,11.1,WR,WoodMi00
3551,Teagan Quitoriano,3,Sun,13,14,2022-12-11,22-271,HOU,@,DAL,L 23-27,47,71.2,0,0.0,3,10.7,TE,QuitTe00
3552,Khalil Shakir,2,Sun,7,8,2022-10-30,22-269,BUF,,GNB,W 27-17,17,28.8,0,0.0,2,9.1,WR,ShakKh00
3553,Tyler Allgeier,1,Sun,17,18,2023-01-08,22-268,ATL,,TAM,W 30-17,47,69.1,0,0.0,1,3.6,RB,AllgTy00
3554,Michael Woods II,11,Sun,13,14,2022-12-11,22-267,CLE,@,CIN,L 10-23,15,20.8,0,0.0,11,45.8,WR,WoodMi00
3555,Isaiah Likely,9,Sun,17,18,2023-01-08,22-265,BAL,@,CIN,L 16-27,69,88.5,0,0.0,9,30.0,TE,LikeIs00
3556,Teagan Quitoriano,6,Sun,12,13,2022-12-04,22-264,HOU,,CLE,L 14-27,46,70.8,0,0.0,6,19.4,TE,QuitTe00
3557,Cole Turner,10,Sun,13,13,2022-12-04,22-263,WAS,@,NYG,T 20-20 (OT),24,28.2,0,0.0,10,29.4,TE,TurnCo00
3558,Tyler Allgeier,2,Sun,16,17,2023-01-01,22-261,ATL,,ARI,W 20-19,34,54.8,0,0.0,2,8.0,RB,AllgTy00
3559,Elijah Moore,2,Sun,13,14,2022-12-11,22-259,NYJ,@,BUF,L 12-20,61,82.4,0,0.0,2,6.7,WR,MoorEl00
3560,Isaiah Likely,9,Sun,16,17,2023-01-01,22-258,BAL,,PIT,L 13-16,17,32.7,0,0.0,9,39.1,TE,LikeIs00
3561,Teagan Quitoriano,1,Sun,11,12,2022-11-27,22-257,HOU,@,MIA,L 15-30,36,59.0,0,0.0,1,3.3,TE,QuitTe00
3562,Romeo Doubs,2,Sun,15,16,2022-12-25,22-256,GNB,@,MIA,W 26-20,40,60.6,0,0.0,2,7.7,WR,DoubRo00
3563,Cole Turner,8,Sun,12,12,2022-11-27,22-256,WAS,,ATL,W 19-13,20,32.3,0,0.0,8,33.3,TE,TurnCo00
3564,Khalil Shakir,3,Sun,6,6,2022-10-16,22-255,BUF,@,KAN,W 24-20,15,20.5,0,0.0,3,13.0,WR,ShakKh00
3565,Isaiah Likely,2,Sat,15,16,2022-12-24,22-250,BAL,,ATL,W 17-9,13,25.0,0,0.0,2,9.5,TE,LikeIs00
3566,Cole Turner,8,Sun,11,11,2022-11-20,22-249,WAS,@,HOU,W 23-10,26,38.2,0,0.0,8,29.6,TE,TurnCo00
3567,Khalil Shakir,5,Sun,5,5,2022-10-09,22-248,BUF,,PIT,W 38-3,39,69.6,0,0.0,5,20.0,WR,ShakKh00
3568,Michael Woods II,16,Sun,10,11,2022-11-20,22-246,CLE,@,BUF,L 23-31,7,9.3,0,0.0,16,53.3,WR,WoodMi00
3569,Isaiah Likely,4,Sat,14,15,2022-12-17,22-243,BAL,@,CLE,L 3-13,28,44.4,0,0.0,4,22.2,TE,LikeIs00
3570,Khalil Shakir,1,Sun,4,4,2022-10-02,22-241,BUF,@,BAL,W 23-20,16,25.0,0,0.0,1,4.0,WR,ShakKh00
3571,Michael Woods II,12,Sun,9,10,2022-11-13,22-239,CLE,@,MIA,L 17-39,13,19.4,0,0.0,12,52.2,WR,WoodMi00
3572,Elijah Moore,1,Sun,10,11,2022-11-20,22-238,NYJ,@,NWE,L 3-10,27,54.0,0,0.0,1,3.3,WR,MoorEl00
3573,Isaiah Likely,6,Sun,13,14,2022-12-11,22-237,BAL,@,PIT,W 16-14,16,26.2,0,0.0,6,28.6,TE,LikeIs00
3574,Isaiah Likely,10,Sun,12,13,2022-12-04,22-230,BAL,,DEN,W 10-9,19,26.4,0,0.0,10,38.5,TE,LikeIs00
3575,Tyler Allgeier,2,Sun,12,12,2022-11-27,22-226,ATL,@,WAS,L 13-19,22,38.6,0,0.0,2,8.3,RB,AllgTy00
3576,Michael Woods II,8,Mon,8,8,2022-10-31,22-226,CLE,,CIN,W 32-13,12,16.7,0,0.0,8,34.8,WR,WoodMi00
3577,Tommy Tremble,10,Sun,17,18,2023-01-08,22-220,CAR,@,NOR,W 10-7,29,49.2,0,0.0,10,50.0,TE,TremTo00
3578,Tyler Allgeier,2,Sun,11,11,2022-11-20,22-219,ATL,,CHI,W 27-24,30,54.5,0,0.0,2,7.4,RB,AllgTy00
3579,Michael Woods II,3,Sun,7,7,2022-10-23,22-218,CLE,@,BAL,L 20-23,6,10.0,0,0.0,3,11.1,WR,WoodMi00
3580,Isaiah Likely,4,Sun,10,11,2022-11-20,22-216,BAL,,CAR,W 13-3,22,31.9,0,0.0,4,17.4,TE,LikeIs00
3581,Tommy Tremble,16,Sun,16,17,2023-01-01,22-213,CAR,@,TAM,L 24-30,38,57.6,0,0.0,16,51.6,TE,TremTo00
3582,Cole Turner,5,Thu,6,6,2022-10-13,22-211,WAS,@,CHI,W 12-7,53,93.0,0,0.0,5,25.0,TE,TurnCo00
3583,Michael Woods II,6,Sun,6,6,2022-10-16,22-211,CLE,,NWE,L 15-38,10,14.3,0,0.0,6,20.7,WR,WoodMi00
3584,Cole Turner,1,Sun,5,5,2022-10-09,22-207,WAS,,TEN,L 17-21,32,50.8,0,0.0,1,3.6,TE,TurnCo00
3585,Tyler Allgeier,3,Sun,9,9,2022-11-06,22-205,ATL,,LAC,L 17-20,23,37.7,0,0.0,3,12.5,RB,AllgTy00
3586,Tommy Tremble,15,Sat,15,16,2022-12-24,22-205,CAR,,DET,W 37-23,39,57.4,0,0.0,15,51.7,TE,TremTo00
3587,Isaiah Likely,1,Mon,9,9,2022-11-07,22-203,BAL,@,NOR,W 27-13,52,76.5,0,0.0,1,3.8,TE,LikeIs00
3588,Elijah Moore,1,Sun,6,6,2022-10-16,22-203,NYJ,@,GNB,W 27-10,32,58.2,0,0.0,1,3.4,WR,MoorEl00
3589,Tommy Tremble,14,Sun,14,15,2022-12-18,22-199,CAR,,PIT,L 16-24,24,52.2,0,0.0,14,56.0,TE,TremTo00
3590,Tyler Allgeier,1,Sun,8,8,2022-10-30,22-198,ATL,,CAR,W 37-34 (OT),40,59.7,0,0.0,1,2.9,RB,AllgTy00
3591,Terrace Marshall Jr.,2,Sat,15,16,2022-12-24,22-198,CAR,,DET,W 37-23,63,92.6,0,0.0,2,6.9,WR,MarsTe00
3592,Elijah Moore,2,Sun,5,5,2022-10-09,22-196,NYJ,,MIA,W 40-17,39,66.1,0,0.0,2,6.9,WR,MoorEl00
3593,Treylon Burks,4,Sun,4,4,2022-10-02,22-193,TEN,@,IND,W 24-17,35,64.8,0,0.0,4,17.4,WR,BurkTr00
3594,Isaiah Likely,5,Thu,8,8,2022-10-27,22-192,BAL,@,TAM,W 27-22,51,67.1,0,0.0,5,16.1,TE,LikeIs00
3595,Tommy Tremble,13,Sun,13,14,2022-12-11,22-192,CAR,@,SEA,W 30-24,29,40.3,0,0.0,13,46.4,TE,TremTo00
3596,Isaiah Likely,9,Sun,7,7,2022-10-23,22-188,BAL,,CLE,W 23-20,7,10.9,0,0.0,9,33.3,TE,LikeIs00
3597,Treylon Burks,6,Sun,3,3,2022-09-25,22-186,TEN,,LVR,W 24-22,40,69.0,0,0.0,6,25.0,WR,BurkTr00
3598,Terrace Marshall Jr.,1,Sun,13,14,2022-12-11,22-185,CAR,@,SEA,W 30-24,61,84.7,0,0.0,1,3.6,WR,MarsTe00
3599,Isaiah Likely,9,Sun,6,6,2022-10-16,22-181,BAL,@,NYG,L 20-24,13,22.0,0,0.0,9,34.6,TE,LikeIs00
